Well,Sample,OD600,Time (s)
F9,P13.D10_MC,0.6028,31053.283
F9,P13.D10_MC,0.6111,31966.681
F9,P13.D10_MC,0.61,32880.034
F9,P13.D10_MC,0.6049,33793.345
F9,P13.D10_MC,0.6045,34706.688
F9,P13.D10_MC,0.5983,35620.004
F9,P13.D10_MC,0.5871,36533.348
F9,P13.D10_MC,0.5732,37446.667
F9,P13.D10_MC,0.5618,38359.961
F9,P13.D10_MC,0.5514,39273.298
F9,P13.D10_MC,0.5398,40186.619
F9,P13.D10_MC,0.528,41099.964
F9,P13.D10_MC,0.5158,42013.302
F9,P13.D10_MC,0.5072,42926.666
F9,P13.D10_MC,0.5003,43839.971
F9,P13.D10_MC,0.4931,44753.313
F9,P13.D10_MC,0.4861,45666.628
F9,P13.D10_MC,0.48,46579.961
F9,P13.D10_MC,0.4719,47493.281
F9,P13.D10_MC,0.466,48406.586
F9,P13.D10_MC,0.4585,49319.917
F9,P13.D10_MC,0.4491,50233.266
F9,P13.D10_MC,0.4363,51146.595
F9,P13.D10_MC,0.4245,52059.903
F9,P13.D10_MC,0.4091,52973.178
F9,P13.D10_MC,0.386,53886.505
F9,P13.D10_MC,0.3606,54799.86
F9,P13.D10_MC,0.3323,55713.21
F9,P13.D10_MC,0.3119,56626.569
F9,P13.D10_MC,0.2956,57539.948
F9,P13.D10_MC,0.2756,58453.25
F9,P13.D10_MC,0.2552,59366.633
F9,P13.D10_MC,0.2297,60279.936
F9,P13.D10_MC,0.2052,61193.257
F9,P13.D10_MC,0.1773,62106.558
F9,P13.D10_MC,0.1461,63019.877
F9,P13.D10_MC,0.1143,63933.216
F9,P13.D10_MC,0.0923,64846.502
F9,P13.D10_MC,0.0826,65759.79
F9,P13.D10_MC,0.0782,66673.099
F9,P13.D10_MC,0.0731,67586.453
F9,P13.D10_MC,0.0659,68499.796
F9,P13.D10_MC,0.0651,69413.162
F9,P13.D10_MC,0.058,70326.482
F9,P13.D10_MC,0.0507,71239.832
F9,P13.D10_MC,0.0503,72153.16
F9,P13.D10_MC,0.0513,73066.487
F9,P13.D10_MC,0.0518,73979.795
F9,P13.D10_MC,0.0516,74893.108
F9,P13.D10_MC,0.0506,75806.441
F9,P13.D10_MC,0.0502,76719.788
F9,P13.D10_MC,0.0496,77633.117
F9,P13.D10_MC,0.0498,78546.476
F9,P13.D10_MC,0.0496,79459.802
F9,P13.D10_MC,0.049,80373.122
F9,P13.D10_MC,0.0494,81286.46
F9,P13.D10_MC,0.0566,82199.799
F9,P13.D10_MC,0.0576,83113.097
F9,P13.D10_MC,0.0582,84026.457
F9,P13.D10_MC,0.0581,84939.784
F9,P13.D10_MC,0.0583,85853.125
F9,P13.D10_MC,0.0582,86766.503
F11,P21.F9_MC,0.0706,0
F11,P21.F9_MC,0.0707,913.444
F11,P21.F9_MC,0.0715,1826.772
F11,P21.F9_MC,0.0728,2740.112
F11,P21.F9_MC,0.0752,3653.458
F11,P21.F9_MC,0.0783,4566.749
F11,P21.F9_MC,0.0812,5480.064
F11,P21.F9_MC,0.084,6393.365
F11,P21.F9_MC,0.0878,7306.725
F11,P21.F9_MC,0.0926,8220.029
F11,P21.F9_MC,0.0982,9133.368
F11,P21.F9_MC,0.1038,10046.679
F11,P21.F9_MC,0.111,10960.013
F11,P21.F9_MC,0.1198,11873.355
F11,P21.F9_MC,0.1298,12786.673
F11,P21.F9_MC,0.1411,13700.011
F11,P21.F9_MC,0.1549,14613.35
F11,P21.F9_MC,0.1716,15526.682
F11,P21.F9_MC,0.19,16440.01
F11,P21.F9_MC,0.2132,17353.331
F11,P21.F9_MC,0.2319,18266.651
F11,P21.F9_MC,0.2525,19180.003
F11,P21.F9_MC,0.2777,20093.344
F11,P21.F9_MC,0.303,21006.696
F11,P21.F9_MC,0.3266,21920.035
F11,P21.F9_MC,0.3516,22833.357
F11,P21.F9_MC,0.3726,23746.686
F11,P21.F9_MC,0.3988,24660.013
F11,P21.F9_MC,0.4217,25573.297
F11,P21.F9_MC,0.4272,26486.609
F11,P21.F9_MC,0.4406,27399.919
F11,P21.F9_MC,0.4612,28313.256
F11,P21.F9_MC,0.4757,29226.584
F11,P21.F9_MC,0.4749,30139.934
F11,P21.F9_MC,0.4814,31053.283
F11,P21.F9_MC,0.4978,31966.681
F11,P21.F9_MC,0.4993,32880.034
F11,P21.F9_MC,0.4718,33793.345
F11,P21.F9_MC,0.5084,34706.688
F11,P21.F9_MC,0.4972,35620.004
F11,P21.F9_MC,0.4777,36533.348
F11,P21.F9_MC,0.488,37446.667
F11,P21.F9_MC,0.4568,38359.961
F11,P21.F9_MC,0.4603,39273.298
F11,P21.F9_MC,0.4405,40186.619
F11,P21.F9_MC,0.4364,41099.964
F11,P21.F9_MC,0.4208,42013.302
F11,P21.F9_MC,0.4216,42926.666
F11,P21.F9_MC,0.4121,43839.971
F11,P21.F9_MC,0.4077,44753.313
F11,P21.F9_MC,0.4043,45666.628
F11,P21.F9_MC,0.3953,46579.961
F11,P21.F9_MC,0.3905,47493.281
F11,P21.F9_MC,0.3833,48406.586
F11,P21.F9_MC,0.3741,49319.917
F11,P21.F9_MC,0.3641,50233.266
F11,P21.F9_MC,0.3548,51146.595
F11,P21.F9_MC,0.3435,52059.903
F11,P21.F9_MC,0.3267,52973.178
F11,P21.F9_MC,0.3097,53886.505
F11,P21.F9_MC,0.2916,54799.86
F11,P21.F9_MC,0.2733,55713.21
F11,P21.F9_MC,0.2562,56626.569
F11,P21.F9_MC,0.2395,57539.948
F11,P21.F9_MC,0.2245,58453.25
F11,P21.F9_MC,0.2062,59366.633
F11,P21.F9_MC,0.1866,60279.936
F11,P21.F9_MC,0.163,61193.257
F11,P21.F9_MC,0.1393,62106.558
F11,P21.F9_MC,0.1129,63019.877
F11,P21.F9_MC,0.0955,63933.216
F11,P21.F9_MC,0.0842,64846.502
F11,P21.F9_MC,0.078,65759.79
F11,P21.F9_MC,0.0678,66673.099
F11,P21.F9_MC,0.0645,67586.453
F11,P21.F9_MC,0.0631,68499.796
F11,P21.F9_MC,0.0576,69413.162
F11,P21.F9_MC,0.0502,70326.482
F11,P21.F9_MC,0.0494,71239.832
F11,P21.F9_MC,0.0491,72153.16
F11,P21.F9_MC,0.0491,73066.487
F11,P21.F9_MC,0.0491,73979.795
F11,P21.F9_MC,0.0489,74893.108
F11,P21.F9_MC,0.0487,75806.441
F11,P21.F9_MC,0.049,76719.788
F11,P21.F9_MC,0.0489,77633.117
F11,P21.F9_MC,0.0486,78546.476
F11,P21.F9_MC,0.0487,79459.802
F11,P21.F9_MC,0.049,80373.122
F11,P21.F9_MC,0.0556,81286.46
F11,P21.F9_MC,0.0572,82199.799
F11,P21.F9_MC,0.0576,83113.097
F11,P21.F9_MC,0.0578,84026.457
F11,P21.F9_MC,0.0577,84939.784
F11,P21.F9_MC,0.0579,85853.125
F11,P21.F9_MC,0.0579,86766.503
H4,P22.B2,0.062,0
H4,P22.B2,0.0622,913.444
H4,P22.B2,0.0637,1826.772
H4,P22.B2,0.0657,2740.112
H4,P22.B2,0.066,3653.458
H4,P22.B2,0.0663,4566.749
H4,P22.B2,0.0679,5480.064
H4,P22.B2,0.0703,6393.365
H4,P22.B2,0.0737,7306.725
H4,P22.B2,0.0776,8220.029
H4,P22.B2,0.0827,9133.368
H4,P22.B2,0.0906,10046.679
H4,P22.B2,0.1014,10960.013
H4,P22.B2,0.1184,11873.355
H4,P22.B2,0.1391,12786.673
H4,P22.B2,0.1685,13700.011
H4,P22.B2,0.1936,14613.35
H4,P22.B2,0.2153,15526.682
H4,P22.B2,0.2371,16440.01
H4,P22.B2,0.2535,17353.331
H4,P22.B2,0.2808,18266.651
H4,P22.B2,0.2977,19180.003
H4,P22.B2,0.321,20093.344
H4,P22.B2,0.344,21006.696
H4,P22.B2,0.375,21920.035
H4,P22.B2,0.3958,22833.357
H4,P22.B2,0.4234,23746.686
H4,P22.B2,0.4374,24660.013
H4,P22.B2,0.4416,25573.297
H4,P22.B2,0.4585,26486.609
H4,P22.B2,0.4669,27399.919
H4,P22.B2,0.4739,28313.256
H4,P22.B2,0.4769,29226.584
H4,P22.B2,0.486,30139.934
H4,P22.B2,0.4865,31053.283
H4,P22.B2,0.4822,31966.681
H4,P22.B2,0.4949,32880.034
H4,P22.B2,0.4908,33793.345
H4,P22.B2,0.4888,34706.688
H4,P22.B2,0.4938,35620.004
H4,P22.B2,0.483,36533.348
H4,P22.B2,0.4752,37446.667
H4,P22.B2,0.4696,38359.961
H4,P22.B2,0.4557,39273.298
H4,P22.B2,0.4355,40186.619
H4,P22.B2,0.422,41099.964
H4,P22.B2,0.4058,42013.302
H4,P22.B2,0.398,42926.666
H4,P22.B2,0.389,43839.971
H4,P22.B2,0.3763,44753.313
H4,P22.B2,0.3755,45666.628
H4,P22.B2,0.3942,46579.961
H4,P22.B2,0.3469,47493.281
H4,P22.B2,0.3402,48406.586
H4,P22.B2,0.3418,49319.917
H4,P22.B2,0.3231,50233.266
H4,P22.B2,0.3222,51146.595
H4,P22.B2,0.2885,52059.903
H4,P22.B2,0.2788,52973.178
H4,P22.B2,0.25,53886.505
H4,P22.B2,0.2358,54799.86
H4,P22.B2,0.23,55713.21
H4,P22.B2,0.2086,56626.569
H4,P22.B2,0.1905,57539.948
H4,P22.B2,0.1692,58453.25
H4,P22.B2,0.1511,59366.633
H4,P22.B2,0.1313,60279.936
H4,P22.B2,0.1102,61193.257
H4,P22.B2,0.0884,62106.558
H4,P22.B2,0.0746,63019.877
H4,P22.B2,0.0695,63933.216
H4,P22.B2,0.0667,64846.502
H4,P22.B2,0.0614,65759.79
H4,P22.B2,0.058,66673.099
H4,P22.B2,0.0548,67586.453
H4,P22.B2,0.0494,68499.796
H4,P22.B2,0.0488,69413.162
H4,P22.B2,0.0489,70326.482
H4,P22.B2,0.0491,71239.832
H4,P22.B2,0.0488,72153.16
H4,P22.B2,0.0485,73066.487
H4,P22.B2,0.048,73979.795
H4,P22.B2,0.0477,74893.108
H4,P22.B2,0.0473,75806.441
H4,P22.B2,0.0475,76719.788
H4,P22.B2,0.0472,77633.117
H4,P22.B2,0.047,78546.476
H4,P22.B2,0.0542,79459.802
H4,P22.B2,0.0556,80373.122
H4,P22.B2,0.0563,81286.46
H4,P22.B2,0.0565,82199.799
H4,P22.B2,0.0563,83113.097
H4,P22.B2,0.0566,84026.457
H4,P22.B2,0.0565,84939.784
H4,P22.B2,0.0565,85853.125
H4,P22.B2,0.0566,86766.503
H6,P20.H5,0.0728,0
H6,P20.H5,0.0711,913.444
H6,P20.H5,0.0711,1826.772
H6,P20.H5,0.0732,2740.112
H6,P20.H5,0.0748,3653.458
H6,P20.H5,0.0739,4566.749
H6,P20.H5,0.0751,5480.064
H6,P20.H5,0.077,6393.365
H6,P20.H5,0.0799,7306.725
H6,P20.H5,0.0847,8220.029
H6,P20.H5,0.0896,9133.368
H6,P20.H5,0.0973,10046.679
H6,P20.H5,0.1078,10960.013
H6,P20.H5,0.1203,11873.355
H6,P20.H5,0.1375,12786.673
H6,P20.H5,0.1592,13700.011
H6,P20.H5,0.1857,14613.35
H6,P20.H5,0.2064,15526.682
H6,P20.H5,0.2306,16440.01
H6,P20.H5,0.2525,17353.331
H6,P20.H5,0.2797,18266.651
H6,P20.H5,0.3001,19180.003
H6,P20.H5,0.3178,20093.344
H6,P20.H5,0.3333,21006.696
H6,P20.H5,0.3536,21920.035
H6,P20.H5,0.3573,22833.357
H6,P20.H5,0.3696,23746.686
H6,P20.H5,0.3751,24660.013
H6,P20.H5,0.3718,25573.297
H6,P20.H5,0.371,26486.609
H6,P20.H5,0.3741,27399.919
H6,P20.H5,0.363,28313.256
H6,P20.H5,0.3539,29226.584
H6,P20.H5,0.3435,30139.934
H6,P20.H5,0.331,31053.283
H6,P20.H5,0.318,31966.681
H6,P20.H5,0.3124,32880.034
H6,P20.H5,0.3022,33793.345
H6,P20.H5,0.2952,34706.688
H6,P20.H5,0.2884,35620.004
H6,P20.H5,0.2791,36533.348
H6,P20.H5,0.269,37446.667
H6,P20.H5,0.262,38359.961
H6,P20.H5,0.2519,39273.298
H6,P20.H5,0.2422,40186.619
H6,P20.H5,0.2327,41099.964
H6,P20.H5,0.2276,42013.302
H6,P20.H5,0.2156,42926.666
H6,P20.H5,0.2059,43839.971
H6,P20.H5,0.1981,44753.313
H6,P20.H5,0.1899,45666.628
H6,P20.H5,0.1871,46579.961
H6,P20.H5,0.1751,47493.281
H6,P20.H5,0.1709,48406.586
H6,P20.H5,0.1596,49319.917
H6,P20.H5,0.1577,50233.266
H6,P20.H5,0.1489,51146.595
H6,P20.H5,0.1358,52059.903
H6,P20.H5,0.129,52973.178
H6,P20.H5,0.1214,53886.505
H6,P20.H5,0.1175,54799.86
H6,P20.H5,0.1116,55713.21
H6,P20.H5,0.1055,56626.569
H6,P20.H5,0.0982,57539.948
H6,P20.H5,0.0915,58453.25
H6,P20.H5,0.0857,59366.633
H6,P20.H5,0.0788,60279.936
H6,P20.H5,0.0721,61193.257
H6,P20.H5,0.0664,62106.558
H6,P20.H5,0.0626,63019.877
H6,P20.H5,0.0605,63933.216
H6,P20.H5,0.059,64846.502
H6,P20.H5,0.0571,65759.79
H6,P20.H5,0.0547,66673.099
H6,P20.H5,0.0535,67586.453
H6,P20.H5,0.0523,68499.796
H6,P20.H5,0.0534,69413.162
H6,P20.H5,0.0523,70326.482
H6,P20.H5,0.0523,71239.832
H6,P20.H5,0.0537,72153.16
H6,P20.H5,0.0551,73066.487
H6,P20.H5,0.056,73979.795
H6,P20.H5,0.0562,74893.108
H6,P20.H5,0.0552,75806.441
H6,P20.H5,0.0557,76719.788
H6,P20.H5,0.0556,77633.117
H6,P20.H5,0.0548,78546.476
H6,P20.H5,0.0575,79459.802
H6,P20.H5,0.0602,80373.122
H6,P20.H5,0.0607,81286.46
H6,P20.H5,0.061,82199.799
H6,P20.H5,0.0611,83113.097
H6,P20.H5,0.0612,84026.457
H6,P20.H5,0.0611,84939.784
H6,P20.H5,0.0611,85853.125
H6,P20.H5,0.0613,86766.503
H7,LB_MC,0.0515,0
H7,LB_MC,0.0514,913.444
H7,LB_MC,0.0517,1826.772
H7,LB_MC,0.0518,2740.112
H7,LB_MC,0.0519,3653.458
H7,LB_MC,0.0518,4566.749
H7,LB_MC,0.0518,5480.064
H7,LB_MC,0.0518,6393.365
H7,LB_MC,0.0519,7306.725
H7,LB_MC,0.0518,8220.029
H7,LB_MC,0.052,9133.368
H7,LB_MC,0.0517,10046.679
H7,LB_MC,0.0519,10960.013
H7,LB_MC,0.0518,11873.355
H7,LB_MC,0.0518,12786.673
H7,LB_MC,0.0519,13700.011
H7,LB_MC,0.0522,14613.35
H7,LB_MC,0.0521,15526.682
H7,LB_MC,0.0521,16440.01
H7,LB_MC,0.052,17353.331
H7,LB_MC,0.0522,18266.651
H7,LB_MC,0.0519,19180.003
H7,LB_MC,0.052,20093.344
H7,LB_MC,0.052,21006.696
H7,LB_MC,0.052,21920.035
H7,LB_MC,0.0519,22833.357
H7,LB_MC,0.0518,23746.686
H7,LB_MC,0.052,24660.013
H7,LB_MC,0.052,25573.297
H7,LB_MC,0.0519,26486.609
H7,LB_MC,0.0522,27399.919
H7,LB_MC,0.0518,28313.256
H7,LB_MC,0.052,29226.584
H7,LB_MC,0.0522,30139.934
H7,LB_MC,0.0521,31053.283
H7,LB_MC,0.0519,31966.681
H7,LB_MC,0.0516,32880.034
H7,LB_MC,0.0517,33793.345
H7,LB_MC,0.0517,34706.688
H7,LB_MC,0.0517,35620.004
H7,LB_MC,0.0517,36533.348
H7,LB_MC,0.0517,37446.667
H7,LB_MC,0.0516,38359.961
H7,LB_MC,0.0516,39273.298
H7,LB_MC,0.0518,40186.619
H7,LB_MC,0.0516,41099.964
H7,LB_MC,0.0517,42013.302
H7,LB_MC,0.0518,42926.666
H7,LB_MC,0.0517,43839.971
H7,LB_MC,0.0518,44753.313
H7,LB_MC,0.0516,45666.628
H7,LB_MC,0.0517,46579.961
H7,LB_MC,0.0519,47493.281
H7,LB_MC,0.0518,48406.586
H7,LB_MC,0.0516,49319.917
H7,LB_MC,0.0514,50233.266
H7,LB_MC,0.0512,51146.595
H7,LB_MC,0.0514,52059.903
H7,LB_MC,0.0512,52973.178
H7,LB_MC,0.0507,53886.505
H7,LB_MC,0.0502,54799.86
H7,LB_MC,0.0501,55713.21
H7,LB_MC,0.0498,56626.569
H7,LB_MC,0.0491,57539.948
H7,LB_MC,0.0486,58453.25
H7,LB_MC,0.0484,59366.633
H7,LB_MC,0.0487,60279.936
H7,LB_MC,0.0483,61193.257
H7,LB_MC,0.0487,62106.558
H7,LB_MC,0.0488,63019.877
H7,LB_MC,0.0489,63933.216
H7,LB_MC,0.049,64846.502
H7,LB_MC,0.0492,65759.79
H7,LB_MC,0.0495,66673.099
H7,LB_MC,0.0494,67586.453
H7,LB_MC,0.049,68499.796
H7,LB_MC,0.0489,69413.162
H7,LB_MC,0.0486,70326.482
H7,LB_MC,0.0488,71239.832
H7,LB_MC,0.0489,72153.16
H7,LB_MC,0.0482,73066.487
H7,LB_MC,0.0487,73979.795
H7,LB_MC,0.0473,74893.108
H7,LB_MC,0.0511,75806.441
H7,LB_MC,0.0529,76719.788
H7,LB_MC,0.0511,77633.117
H7,LB_MC,0.0482,78546.476
H7,LB_MC,0.0465,79459.802
H7,LB_MC,0.0469,80373.122
H7,LB_MC,0.0474,81286.46
H7,LB_MC,0.0463,82199.799
H7,LB_MC,0.0467,83113.097
H7,LB_MC,0.0483,84026.457
H7,LB_MC,0.056,84939.784
H7,LB_MC,0.0568,85853.125
H7,LB_MC,0.057,86766.503
H8,P20.H5_MC,0.0646,0
H8,P20.H5_MC,0.0634,913.444
H8,P20.H5_MC,0.0638,1826.772
H8,P20.H5_MC,0.0658,2740.112
H8,P20.H5_MC,0.0677,3653.458
H8,P20.H5_MC,0.0676,4566.749
H8,P20.H5_MC,0.0686,5480.064
H8,P20.H5_MC,0.0703,6393.365
H8,P20.H5_MC,0.0737,7306.725
H8,P20.H5_MC,0.0787,8220.029
H8,P20.H5_MC,0.0857,9133.368
H8,P20.H5_MC,0.0957,10046.679
H8,P20.H5_MC,0.1102,10960.013
H8,P20.H5_MC,0.1277,11873.355
H8,P20.H5_MC,0.152,12786.673
H8,P20.H5_MC,0.1813,13700.011
H8,P20.H5_MC,0.2167,14613.35
H8,P20.H5_MC,0.2475,15526.682
H8,P20.H5_MC,0.2773,16440.01
H8,P20.H5_MC,0.3105,17353.331
H8,P20.H5_MC,0.347,18266.651
H8,P20.H5_MC,0.3804,19180.003
H8,P20.H5_MC,0.4137,20093.344
H8,P20.H5_MC,0.4378,21006.696
H8,P20.H5_MC,0.4704,21920.035
H8,P20.H5_MC,0.4888,22833.357
H8,P20.H5_MC,0.512,23746.686
H8,P20.H5_MC,0.5201,24660.013
H8,P20.H5_MC,0.5299,25573.297
H8,P20.H5_MC,0.5362,26486.609
H8,P20.H5_MC,0.5418,27399.919
H8,P20.H5_MC,0.549,28313.256
H8,P20.H5_MC,0.5581,29226.584
H8,P20.H5_MC,0.5594,30139.934
H8,P20.H5_MC,0.5714,31053.283
H8,P20.H5_MC,0.5548,31966.681
H8,P20.H5_MC,0.5777,32880.034
H8,P20.H5_MC,0.571,33793.345
H8,P20.H5_MC,0.5759,34706.688
H8,P20.H5_MC,0.5821,35620.004
H8,P20.H5_MC,0.5716,36533.348
H8,P20.H5_MC,0.5709,37446.667
H8,P20.H5_MC,0.5759,38359.961
H8,P20.H5_MC,0.5574,39273.298
H8,P20.H5_MC,0.5482,40186.619
H8,P20.H5_MC,0.5258,41099.964
H8,P20.H5_MC,0.5096,42013.302
H8,P20.H5_MC,0.4872,42926.666
H8,P20.H5_MC,0.4753,43839.971
H8,P20.H5_MC,0.4615,44753.313
H8,P20.H5_MC,0.453,45666.628
H8,P20.H5_MC,0.4461,46579.961
H8,P20.H5_MC,0.44,47493.281
H8,P20.H5_MC,0.4338,48406.586
H8,P20.H5_MC,0.4272,49319.917
H8,P20.H5_MC,0.4217,50233.266
H8,P20.H5_MC,0.4136,51146.595
H8,P20.H5_MC,0.4047,52059.903
H8,P20.H5_MC,0.396,52973.178
H8,P20.H5_MC,0.3838,53886.505
H8,P20.H5_MC,0.3625,54799.86
H8,P20.H5_MC,0.3368,55713.21
H8,P20.H5_MC,0.3165,56626.569
H8,P20.H5_MC,0.2983,57539.948
H8,P20.H5_MC,0.2811,58453.25
H8,P20.H5_MC,0.2632,59366.633
H8,P20.H5_MC,0.2429,60279.936
H8,P20.H5_MC,0.2246,61193.257
H8,P20.H5_MC,0.1985,62106.558
H8,P20.H5_MC,0.1712,63019.877
H8,P20.H5_MC,0.1447,63933.216
H8,P20.H5_MC,0.1163,64846.502
H8,P20.H5_MC,0.093,65759.79
H8,P20.H5_MC,0.0785,66673.099
H8,P20.H5_MC,0.071,67586.453
H8,P20.H5_MC,0.0672,68499.796
H8,P20.H5_MC,0.0626,69413.162
H8,P20.H5_MC,0.0601,70326.482
H8,P20.H5_MC,0.0548,71239.832
H8,P20.H5_MC,0.0476,72153.16
H8,P20.H5_MC,0.0462,73066.487
H8,P20.H5_MC,0.046,73979.795
H8,P20.H5_MC,0.0464,74893.108
H8,P20.H5_MC,0.0469,75806.441
H8,P20.H5_MC,0.047,76719.788
H8,P20.H5_MC,0.0471,77633.117
H8,P20.H5_MC,0.0472,78546.476
H8,P20.H5_MC,0.047,79459.802
H8,P20.H5_MC,0.0465,80373.122
H8,P20.H5_MC,0.0466,81286.46
H8,P20.H5_MC,0.047,82199.799
H8,P20.H5_MC,0.0552,83113.097
H8,P20.H5_MC,0.057,84026.457
H8,P20.H5_MC,0.0574,84939.784
H8,P20.H5_MC,0.0578,85853.125
H8,P20.H5_MC,0.0577,86766.503
H12,P22.B2_MC,0.062,0
H12,P22.B2_MC,0.0628,913.444
H12,P22.B2_MC,0.0635,1826.772
H12,P22.B2_MC,0.0656,2740.112
H12,P22.B2_MC,0.0658,3653.458
H12,P22.B2_MC,0.0659,4566.749
H12,P22.B2_MC,0.0673,5480.064
H12,P22.B2_MC,0.0698,6393.365
H12,P22.B2_MC,0.073,7306.725
H12,P22.B2_MC,0.0776,8220.029
H12,P22.B2_MC,0.0832,9133.368
H12,P22.B2_MC,0.0913,10046.679
H12,P22.B2_MC,0.1027,10960.013
H12,P22.B2_MC,0.1196,11873.355
H12,P22.B2_MC,0.1408,12786.673
H12,P22.B2_MC,0.1698,13700.011
H12,P22.B2_MC,0.1945,14613.35
H12,P22.B2_MC,0.2183,15526.682
H12,P22.B2_MC,0.2355,16440.01
H12,P22.B2_MC,0.253,17353.331
H12,P22.B2_MC,0.2746,18266.651
H12,P22.B2_MC,0.2976,19180.003
H12,P22.B2_MC,0.3216,20093.344
H12,P22.B2_MC,0.3447,21006.696
H12,P22.B2_MC,0.377,21920.035
H12,P22.B2_MC,0.3983,22833.357
H12,P22.B2_MC,0.4236,23746.686
H12,P22.B2_MC,0.4439,24660.013
H12,P22.B2_MC,0.4579,25573.297
H12,P22.B2_MC,0.4715,26486.609
H12,P22.B2_MC,0.4815,27399.919
H12,P22.B2_MC,0.4936,28313.256
H12,P22.B2_MC,0.4995,29226.584
H12,P22.B2_MC,0.4992,30139.934
H12,P22.B2_MC,0.5074,31053.283
H12,P22.B2_MC,0.4998,31966.681
H12,P22.B2_MC,0.5015,32880.034
H12,P22.B2_MC,0.4991,33793.345
H12,P22.B2_MC,0.4918,34706.688
H12,P22.B2_MC,0.4863,35620.004
H12,P22.B2_MC,0.4727,36533.348
H12,P22.B2_MC,0.4556,37446.667
H12,P22.B2_MC,0.4359,38359.961
H12,P22.B2_MC,0.4089,39273.298
H12,P22.B2_MC,0.3946,40186.619
H12,P22.B2_MC,0.3758,41099.964
H12,P22.B2_MC,0.367,42013.302
H12,P22.B2_MC,0.3545,42926.666
H12,P22.B2_MC,0.3432,43839.971
H12,P22.B2_MC,0.3313,44753.313
H12,P22.B2_MC,0.3195,45666.628
H12,P22.B2_MC,0.3112,46579.961
H12,P22.B2_MC,0.3076,47493.281
H12,P22.B2_MC,0.2951,48406.586
H12,P22.B2_MC,0.3065,49319.917
H12,P22.B2_MC,0.294,50233.266
H12,P22.B2_MC,0.2567,51146.595
H12,P22.B2_MC,0.2654,52059.903
H12,P22.B2_MC,0.234,52973.178
H12,P22.B2_MC,0.222,53886.505
H12,P22.B2_MC,0.2087,54799.86
H12,P22.B2_MC,0.1907,55713.21
H12,P22.B2_MC,0.1837,56626.569
H12,P22.B2_MC,0.1642,57539.948
H12,P22.B2_MC,0.1487,58453.25
H12,P22.B2_MC,0.1237,59366.633
H12,P22.B2_MC,0.1066,60279.936
H12,P22.B2_MC,0.0828,61193.257
H12,P22.B2_MC,0.0757,62106.558
H12,P22.B2_MC,0.0672,63019.877
H12,P22.B2_MC,0.0613,63933.216
H12,P22.B2_MC,0.058,64846.502
H12,P22.B2_MC,0.0553,65759.79
H12,P22.B2_MC,0.0512,66673.099
H12,P22.B2_MC,0.0477,67586.453
H12,P22.B2_MC,0.0466,68499.796
H12,P22.B2_MC,0.0466,69413.162
H12,P22.B2_MC,0.047,70326.482
H12,P22.B2_MC,0.0472,71239.832
H12,P22.B2_MC,0.047,72153.16
H12,P22.B2_MC,0.0466,73066.487
H12,P22.B2_MC,0.0465,73979.795
H12,P22.B2_MC,0.0464,74893.108
H12,P22.B2_MC,0.0461,75806.441
H12,P22.B2_MC,0.0462,76719.788
H12,P22.B2_MC,0.0501,77633.117
H12,P22.B2_MC,0.0544,78546.476
H12,P22.B2_MC,0.0552,79459.802
H12,P22.B2_MC,0.0552,80373.122
H12,P22.B2_MC,0.0555,81286.46
H12,P22.B2_MC,0.0556,82199.799
H12,P22.B2_MC,0.0558,83113.097
H12,P22.B2_MC,0.0559,84026.457
H12,P22.B2_MC,0.0555,84939.784
H12,P22.B2_MC,0.0558,85853.125
H12,P22.B2_MC,0.0559,86766.503
