Well,Sample,OD600,Time (s)
B10,P21.F9_MC,0.3487,53886.505
B10,P21.F9_MC,0.339,54799.86
B10,P21.F9_MC,0.3309,55713.21
B10,P21.F9_MC,0.3235,56626.569
B10,P21.F9_MC,0.3176,57539.948
B10,P21.F9_MC,0.3054,58453.25
B10,P21.F9_MC,0.2965,59366.633
B10,P21.F9_MC,0.2842,60279.936
B10,P21.F9_MC,0.2695,61193.257
B10,P21.F9_MC,0.2545,62106.558
B10,P21.F9_MC,0.2369,63019.877
B10,P21.F9_MC,0.2188,63933.216
B10,P21.F9_MC,0.2044,64846.502
B10,P21.F9_MC,0.1845,65759.79
B10,P21.F9_MC,0.1657,66673.099
B10,P21.F9_MC,0.1332,67586.453
B10,P21.F9_MC,0.1053,68499.796
B10,P21.F9_MC,0.0894,69413.162
B10,P21.F9_MC,0.0817,70326.482
B10,P21.F9_MC,0.0843,71239.832
B10,P21.F9_MC,0.0846,72153.16
B10,P21.F9_MC,0.0665,73066.487
B10,P21.F9_MC,0.0562,73979.795
B10,P21.F9_MC,0.0509,74893.108
B10,P21.F9_MC,0.049,75806.441
B10,P21.F9_MC,0.0491,76719.788
B10,P21.F9_MC,0.049,77633.117
B10,P21.F9_MC,0.0487,78546.476
B10,P21.F9_MC,0.048,79459.802
B10,P21.F9_MC,0.0474,80373.122
B10,P21.F9_MC,0.0477,81286.46
B10,P21.F9_MC,0.0475,82199.799
B10,P21.F9_MC,0.0476,83113.097
B10,P21.F9_MC,0.0475,84026.457
B10,P21.F9_MC,0.0473,84939.784
B10,P21.F9_MC,0.0476,85853.125
B10,P21.F9_MC,0.0576,86766.503
C2,P22.B2,0.0618,0
C2,P22.B2,0.0636,913.444
C2,P22.B2,0.0657,1826.772
C2,P22.B2,0.0686,2740.112
C2,P22.B2,0.0712,3653.458
C2,P22.B2,0.0731,4566.749
C2,P22.B2,0.0765,5480.064
C2,P22.B2,0.0792,6393.365
C2,P22.B2,0.0838,7306.725
C2,P22.B2,0.087,8220.029
C2,P22.B2,0.0921,9133.368
C2,P22.B2,0.0962,10046.679
C2,P22.B2,0.1038,10960.013
C2,P22.B2,0.1111,11873.355
C2,P22.B2,0.1187,12786.673
C2,P22.B2,0.1306,13700.011
C2,P22.B2,0.148,14613.35
C2,P22.B2,0.1671,15526.682
C2,P22.B2,0.1829,16440.01
C2,P22.B2,0.2028,17353.331
C2,P22.B2,0.2374,18266.651
C2,P22.B2,0.2666,19180.003
C2,P22.B2,0.2931,20093.344
C2,P22.B2,0.3053,21006.696
C2,P22.B2,0.3463,21920.035
C2,P22.B2,0.3684,22833.357
C2,P22.B2,0.378,23746.686
C2,P22.B2,0.4172,24660.013
C2,P22.B2,0.437,25573.297
C2,P22.B2,0.4628,26486.609
C2,P22.B2,0.4622,27399.919
C2,P22.B2,0.4687,28313.256
C2,P22.B2,0.4929,29226.584
C2,P22.B2,0.5002,30139.934
C2,P22.B2,0.5012,31053.283
C2,P22.B2,0.5114,31966.681
C2,P22.B2,0.5065,32880.034
C2,P22.B2,0.4876,33793.345
C2,P22.B2,0.5085,34706.688
C2,P22.B2,0.5085,35620.004
C2,P22.B2,0.4874,36533.348
C2,P22.B2,0.4796,37446.667
C2,P22.B2,0.4903,38359.961
C2,P22.B2,0.4848,39273.298
C2,P22.B2,0.4542,40186.619
C2,P22.B2,0.4568,41099.964
C2,P22.B2,0.428,42013.302
C2,P22.B2,0.4135,42926.666
C2,P22.B2,0.3963,43839.971
C2,P22.B2,0.3904,44753.313
C2,P22.B2,0.3701,45666.628
C2,P22.B2,0.3626,46579.961
C2,P22.B2,0.3547,47493.281
C2,P22.B2,0.3445,48406.586
C2,P22.B2,0.3398,49319.917
C2,P22.B2,0.33,50233.266
C2,P22.B2,0.3186,51146.595
C2,P22.B2,0.3219,52059.903
C2,P22.B2,0.3134,52973.178
C2,P22.B2,0.3071,53886.505
C2,P22.B2,0.3159,54799.86
C2,P22.B2,0.2878,55713.21
C2,P22.B2,0.2802,56626.569
C2,P22.B2,0.2718,57539.948
C2,P22.B2,0.256,58453.25
C2,P22.B2,0.2396,59366.633
C2,P22.B2,0.2213,60279.936
C2,P22.B2,0.2048,61193.257
C2,P22.B2,0.1916,62106.558
C2,P22.B2,0.1803,63019.877
C2,P22.B2,0.1625,63933.216
C2,P22.B2,0.1505,64846.502
C2,P22.B2,0.1296,65759.79
C2,P22.B2,0.1146,66673.099
C2,P22.B2,0.1042,67586.453
C2,P22.B2,0.1008,68499.796
C2,P22.B2,0.0875,69413.162
C2,P22.B2,0.0832,70326.482
C2,P22.B2,0.0828,71239.832
C2,P22.B2,0.0694,72153.16
C2,P22.B2,0.0608,73066.487
C2,P22.B2,0.0485,73979.795
C2,P22.B2,0.046,74893.108
C2,P22.B2,0.0457,75806.441
C2,P22.B2,0.0466,76719.788
C2,P22.B2,0.0461,77633.117
C2,P22.B2,0.0458,78546.476
C2,P22.B2,0.0459,79459.802
C2,P22.B2,0.0462,80373.122
C2,P22.B2,0.0469,81286.46
C2,P22.B2,0.0466,82199.799
C2,P22.B2,0.0462,83113.097
C2,P22.B2,0.0468,84026.457
C2,P22.B2,0.0621,84939.784
C2,P22.B2,0.0685,85853.125
C2,P22.B2,0.0701,86766.503
C3,LB,0.05,0
C3,LB,0.05,913.444
C3,LB,0.05,1826.772
C3,LB,0.0499,2740.112
C3,LB,0.0498,3653.458
C3,LB,0.0496,4566.749
C3,LB,0.0495,5480.064
C3,LB,0.0495,6393.365
C3,LB,0.0493,7306.725
C3,LB,0.0495,8220.029
C3,LB,0.0493,9133.368
C3,LB,0.0492,10046.679
C3,LB,0.0494,10960.013
C3,LB,0.0493,11873.355
C3,LB,0.0491,12786.673
C3,LB,0.0493,13700.011
C3,LB,0.0493,14613.35
C3,LB,0.0497,15526.682
C3,LB,0.0497,16440.01
C3,LB,0.0498,17353.331
C3,LB,0.0499,18266.651
C3,LB,0.0501,19180.003
C3,LB,0.0495,20093.344
C3,LB,0.0492,21006.696
C3,LB,0.0494,21920.035
C3,LB,0.0493,22833.357
C3,LB,0.0495,23746.686
C3,LB,0.049,24660.013
C3,LB,0.0493,25573.297
C3,LB,0.0489,26486.609
C3,LB,0.0487,27399.919
C3,LB,0.0485,28313.256
C3,LB,0.0484,29226.584
C3,LB,0.0484,30139.934
C3,LB,0.0484,31053.283
C3,LB,0.0482,31966.681
C3,LB,0.0481,32880.034
C3,LB,0.048,33793.345
C3,LB,0.0476,34706.688
C3,LB,0.0483,35620.004
C3,LB,0.0475,36533.348
C3,LB,0.0474,37446.667
C3,LB,0.0473,38359.961
C3,LB,0.0471,39273.298
C3,LB,0.0468,40186.619
C3,LB,0.0466,41099.964
C3,LB,0.0464,42013.302
C3,LB,0.0465,42926.666
C3,LB,0.0463,43839.971
C3,LB,0.0461,44753.313
C3,LB,0.046,45666.628
C3,LB,0.0461,46579.961
C3,LB,0.0458,47493.281
C3,LB,0.0463,48406.586
C3,LB,0.0459,49319.917
C3,LB,0.0463,50233.266
C3,LB,0.0464,51146.595
C3,LB,0.0469,52059.903
C3,LB,0.0471,52973.178
C3,LB,0.0472,53886.505
C3,LB,0.0476,54799.86
C3,LB,0.0476,55713.21
C3,LB,0.0479,56626.569
C3,LB,0.0483,57539.948
C3,LB,0.0483,58453.25
C3,LB,0.0485,59366.633
C3,LB,0.0482,60279.936
C3,LB,0.0482,61193.257
C3,LB,0.0484,62106.558
C3,LB,0.0485,63019.877
C3,LB,0.0487,63933.216
C3,LB,0.0484,64846.502
C3,LB,0.0483,65759.79
C3,LB,0.0478,66673.099
C3,LB,0.0472,67586.453
C3,LB,0.0463,68499.796
C3,LB,0.0458,69413.162
C3,LB,0.0455,70326.482
C3,LB,0.0452,71239.832
C3,LB,0.0452,72153.16
C3,LB,0.046,73066.487
C3,LB,0.0466,73979.795
C3,LB,0.0459,74893.108
C3,LB,0.0462,75806.441
C3,LB,0.0455,76719.788
C3,LB,0.0481,77633.117
C3,LB,0.0504,78546.476
C3,LB,0.0491,79459.802
C3,LB,0.0462,80373.122
C3,LB,0.0443,81286.46
C3,LB,0.0442,82199.799
C3,LB,0.0453,83113.097
C3,LB,0.0455,84026.457
C3,LB,0.0465,84939.784
C3,LB,0.0484,85853.125
C3,LB,0.053,86766.503
C5,P21.F9,0.0785,0
C5,P21.F9,0.0781,913.444
C5,P21.F9,0.0789,1826.772
C5,P21.F9,0.0807,2740.112
C5,P21.F9,0.0833,3653.458
C5,P21.F9,0.0861,4566.749
C5,P21.F9,0.0891,5480.064
C5,P21.F9,0.0913,6393.365
C5,P21.F9,0.0952,7306.725
C5,P21.F9,0.0988,8220.029
C5,P21.F9,0.1027,9133.368
C5,P21.F9,0.1078,10046.679
C5,P21.F9,0.1146,10960.013
C5,P21.F9,0.1226,11873.355
C5,P21.F9,0.1319,12786.673
C5,P21.F9,0.1433,13700.011
C5,P21.F9,0.1555,14613.35
C5,P21.F9,0.1726,15526.682
C5,P21.F9,0.197,16440.01
C5,P21.F9,0.221,17353.331
C5,P21.F9,0.2381,18266.651
C5,P21.F9,0.2623,19180.003
C5,P21.F9,0.3015,20093.344
C5,P21.F9,0.3218,21006.696
C5,P21.F9,0.3402,21920.035
C5,P21.F9,0.3618,22833.357
C5,P21.F9,0.4006,23746.686
C5,P21.F9,0.4089,24660.013
C5,P21.F9,0.4422,25573.297
C5,P21.F9,0.4625,26486.609
C5,P21.F9,0.4729,27399.919
C5,P21.F9,0.465,28313.256
C5,P21.F9,0.4943,29226.584
C5,P21.F9,0.4972,30139.934
C5,P21.F9,0.5157,31053.283
C5,P21.F9,0.4907,31966.681
C5,P21.F9,0.5518,32880.034
C5,P21.F9,0.5421,33793.345
C5,P21.F9,0.5676,34706.688
C5,P21.F9,0.5633,35620.004
C5,P21.F9,0.597,36533.348
C5,P21.F9,0.6123,37446.667
C5,P21.F9,0.6047,38359.961
C5,P21.F9,0.5854,39273.298
C5,P21.F9,0.5904,40186.619
C5,P21.F9,0.5916,41099.964
C5,P21.F9,0.5854,42013.302
C5,P21.F9,0.5576,42926.666
C5,P21.F9,0.5298,43839.971
C5,P21.F9,0.5105,44753.313
C5,P21.F9,0.4959,45666.628
C5,P21.F9,0.4813,46579.961
C5,P21.F9,0.4746,47493.281
C5,P21.F9,0.4639,48406.586
C5,P21.F9,0.4568,49319.917
C5,P21.F9,0.4596,50233.266
C5,P21.F9,0.4534,51146.595
C5,P21.F9,0.4424,52059.903
C5,P21.F9,0.4414,52973.178
C5,P21.F9,0.4311,53886.505
C5,P21.F9,0.4207,54799.86
C5,P21.F9,0.4125,55713.21
C5,P21.F9,0.4062,56626.569
C5,P21.F9,0.394,57539.948
C5,P21.F9,0.3864,58453.25
C5,P21.F9,0.3676,59366.633
C5,P21.F9,0.3549,60279.936
C5,P21.F9,0.3404,61193.257
C5,P21.F9,0.321,62106.558
C5,P21.F9,0.301,63019.877
C5,P21.F9,0.2855,63933.216
C5,P21.F9,0.2735,64846.502
C5,P21.F9,0.2515,65759.79
C5,P21.F9,0.232,66673.099
C5,P21.F9,0.2049,67586.453
C5,P21.F9,0.1794,68499.796
C5,P21.F9,0.1486,69413.162
C5,P21.F9,0.124,70326.482
C5,P21.F9,0.1024,71239.832
C5,P21.F9,0.0926,72153.16
C5,P21.F9,0.0876,73066.487
C5,P21.F9,0.0849,73979.795
C5,P21.F9,0.0836,74893.108
C5,P21.F9,0.0734,75806.441
C5,P21.F9,0.0589,76719.788
C5,P21.F9,0.0554,77633.117
C5,P21.F9,0.0556,78546.476
C5,P21.F9,0.0551,79459.802
C5,P21.F9,0.0549,80373.122
C5,P21.F9,0.0544,81286.46
C5,P21.F9,0.0543,82199.799
C5,P21.F9,0.0542,83113.097
C5,P21.F9,0.054,84026.457
C5,P21.F9,0.0541,84939.784
C5,P21.F9,0.0537,85853.125
C5,P21.F9,0.0538,86766.503
C7,P21.F9_MC,0.0753,0
C7,P21.F9_MC,0.0753,913.444
C7,P21.F9_MC,0.0757,1826.772
C7,P21.F9_MC,0.0776,2740.112
C7,P21.F9_MC,0.08,3653.458
C7,P21.F9_MC,0.0826,4566.749
C7,P21.F9_MC,0.0854,5480.064
C7,P21.F9_MC,0.0883,6393.365
C7,P21.F9_MC,0.0917,7306.725
C7,P21.F9_MC,0.0955,8220.029
C7,P21.F9_MC,0.0997,9133.368
C7,P21.F9_MC,0.1043,10046.679
C7,P21.F9_MC,0.1114,10960.013
C7,P21.F9_MC,0.1192,11873.355
C7,P21.F9_MC,0.1284,12786.673
C7,P21.F9_MC,0.14,13700.011
C7,P21.F9_MC,0.1536,14613.35
C7,P21.F9_MC,0.1712,15526.682
C7,P21.F9_MC,0.1921,16440.01
C7,P21.F9_MC,0.214,17353.331
C7,P21.F9_MC,0.2327,18266.651
C7,P21.F9_MC,0.2627,19180.003
C7,P21.F9_MC,0.2917,20093.344
C7,P21.F9_MC,0.3151,21006.696
C7,P21.F9_MC,0.3404,21920.035
C7,P21.F9_MC,0.3521,22833.357
C7,P21.F9_MC,0.3795,23746.686
C7,P21.F9_MC,0.3868,24660.013
C7,P21.F9_MC,0.4147,25573.297
C7,P21.F9_MC,0.4291,26486.609
C7,P21.F9_MC,0.4362,27399.919
C7,P21.F9_MC,0.448,28313.256
C7,P21.F9_MC,0.452,29226.584
C7,P21.F9_MC,0.4894,30139.934
C7,P21.F9_MC,0.5228,31053.283
C7,P21.F9_MC,0.5388,31966.681
C7,P21.F9_MC,0.5431,32880.034
C7,P21.F9_MC,0.5575,33793.345
C7,P21.F9_MC,0.5739,34706.688
C7,P21.F9_MC,0.5636,35620.004
C7,P21.F9_MC,0.5721,36533.348
C7,P21.F9_MC,0.5833,37446.667
C7,P21.F9_MC,0.5927,38359.961
C7,P21.F9_MC,0.5734,39273.298
C7,P21.F9_MC,0.5804,40186.619
C7,P21.F9_MC,0.56,41099.964
C7,P21.F9_MC,0.5586,42013.302
C7,P21.F9_MC,0.5239,42926.666
C7,P21.F9_MC,0.5057,43839.971
C7,P21.F9_MC,0.4945,44753.313
C7,P21.F9_MC,0.4775,45666.628
C7,P21.F9_MC,0.4807,46579.961
C7,P21.F9_MC,0.4716,47493.281
C7,P21.F9_MC,0.4686,48406.586
C7,P21.F9_MC,0.4635,49319.917
C7,P21.F9_MC,0.4644,50233.266
C7,P21.F9_MC,0.4575,51146.595
C7,P21.F9_MC,0.4543,52059.903
C7,P21.F9_MC,0.4463,52973.178
C7,P21.F9_MC,0.4407,53886.505
C7,P21.F9_MC,0.4242,54799.86
C7,P21.F9_MC,0.4205,55713.21
C7,P21.F9_MC,0.4063,56626.569
C7,P21.F9_MC,0.3894,57539.948
C7,P21.F9_MC,0.3793,58453.25
C7,P21.F9_MC,0.3645,59366.633
C7,P21.F9_MC,0.3471,60279.936
C7,P21.F9_MC,0.3269,61193.257
C7,P21.F9_MC,0.3114,62106.558
C7,P21.F9_MC,0.2922,63019.877
C7,P21.F9_MC,0.2781,63933.216
C7,P21.F9_MC,0.2548,64846.502
C7,P21.F9_MC,0.2304,65759.79
C7,P21.F9_MC,0.2065,66673.099
C7,P21.F9_MC,0.1811,67586.453
C7,P21.F9_MC,0.1509,68499.796
C7,P21.F9_MC,0.113,69413.162
C7,P21.F9_MC,0.0904,70326.482
C7,P21.F9_MC,0.0798,71239.832
C7,P21.F9_MC,0.0758,72153.16
C7,P21.F9_MC,0.0758,73066.487
C7,P21.F9_MC,0.0761,73979.795
C7,P21.F9_MC,0.067,74893.108
C7,P21.F9_MC,0.0554,75806.441
C7,P21.F9_MC,0.0534,76719.788
C7,P21.F9_MC,0.0524,77633.117
C7,P21.F9_MC,0.0519,78546.476
C7,P21.F9_MC,0.0511,79459.802
C7,P21.F9_MC,0.0508,80373.122
C7,P21.F9_MC,0.0506,81286.46
C7,P21.F9_MC,0.0508,82199.799
C7,P21.F9_MC,0.0514,83113.097
C7,P21.F9_MC,0.0513,84026.457
C7,P21.F9_MC,0.0509,84939.784
C7,P21.F9_MC,0.0512,85853.125
C7,P21.F9_MC,0.0522,86766.503
C9,P20.H5_MC,0.0683,0
C9,P20.H5_MC,0.0663,913.444
C9,P20.H5_MC,0.0663,1826.772
C9,P20.H5_MC,0.0688,2740.112
C9,P20.H5_MC,0.0713,3653.458
C9,P20.H5_MC,0.0699,4566.749
C9,P20.H5_MC,0.0706,5480.064
C9,P20.H5_MC,0.0718,6393.365
C9,P20.H5_MC,0.0747,7306.725
C9,P20.H5_MC,0.079,8220.029
C9,P20.H5_MC,0.0847,9133.368
C9,P20.H5_MC,0.0937,10046.679
C9,P20.H5_MC,0.108,10960.013
C9,P20.H5_MC,0.1271,11873.355
C9,P20.H5_MC,0.1557,12786.673
C9,P20.H5_MC,0.1928,13700.011
C9,P20.H5_MC,0.2223,14613.35
C9,P20.H5_MC,0.265,15526.682
C9,P20.H5_MC,0.3003,16440.01
C9,P20.H5_MC,0.3386,17353.331
C9,P20.H5_MC,0.3716,18266.651
C9,P20.H5_MC,0.4089,19180.003
C9,P20.H5_MC,0.4324,20093.344
C9,P20.H5_MC,0.4548,21006.696
C9,P20.H5_MC,0.4745,21920.035
C9,P20.H5_MC,0.5101,22833.357
C9,P20.H5_MC,0.5129,23746.686
C9,P20.H5_MC,0.5347,24660.013
C9,P20.H5_MC,0.5413,25573.297
C9,P20.H5_MC,0.5624,26486.609
C9,P20.H5_MC,0.5577,27399.919
C9,P20.H5_MC,0.561,28313.256
C9,P20.H5_MC,0.563,29226.584
C9,P20.H5_MC,0.5622,30139.934
C9,P20.H5_MC,0.5852,31053.283
C9,P20.H5_MC,0.5822,31966.681
C9,P20.H5_MC,0.5886,32880.034
C9,P20.H5_MC,0.5867,33793.345
C9,P20.H5_MC,0.6034,34706.688
C9,P20.H5_MC,0.6059,35620.004
C9,P20.H5_MC,0.6121,36533.348
C9,P20.H5_MC,0.6029,37446.667
C9,P20.H5_MC,0.6037,38359.961
C9,P20.H5_MC,0.5871,39273.298
C9,P20.H5_MC,0.6059,40186.619
C9,P20.H5_MC,0.5775,41099.964
C9,P20.H5_MC,0.5713,42013.302
C9,P20.H5_MC,0.5324,42926.666
C9,P20.H5_MC,0.5137,43839.971
C9,P20.H5_MC,0.498,44753.313
C9,P20.H5_MC,0.4773,45666.628
C9,P20.H5_MC,0.4738,46579.961
C9,P20.H5_MC,0.4633,47493.281
C9,P20.H5_MC,0.4501,48406.586
C9,P20.H5_MC,0.4448,49319.917
C9,P20.H5_MC,0.4415,50233.266
C9,P20.H5_MC,0.4331,51146.595
C9,P20.H5_MC,0.4362,52059.903
C9,P20.H5_MC,0.4338,52973.178
C9,P20.H5_MC,0.429,53886.505
C9,P20.H5_MC,0.4147,54799.86
C9,P20.H5_MC,0.4079,55713.21
C9,P20.H5_MC,0.3995,56626.569
C9,P20.H5_MC,0.3908,57539.948
C9,P20.H5_MC,0.377,58453.25
C9,P20.H5_MC,0.3626,59366.633
C9,P20.H5_MC,0.3476,60279.936
C9,P20.H5_MC,0.3321,61193.257
C9,P20.H5_MC,0.3114,62106.558
C9,P20.H5_MC,0.2943,63019.877
C9,P20.H5_MC,0.2838,63933.216
C9,P20.H5_MC,0.2656,64846.502
C9,P20.H5_MC,0.2412,65759.79
C9,P20.H5_MC,0.2276,66673.099
C9,P20.H5_MC,0.1989,67586.453
C9,P20.H5_MC,0.174,68499.796
C9,P20.H5_MC,0.1452,69413.162
C9,P20.H5_MC,0.1174,70326.482
C9,P20.H5_MC,0.0927,71239.832
C9,P20.H5_MC,0.0806,72153.16
C9,P20.H5_MC,0.0878,73066.487
C9,P20.H5_MC,0.0732,73979.795
C9,P20.H5_MC,0.0695,74893.108
C9,P20.H5_MC,0.0686,75806.441
C9,P20.H5_MC,0.0597,76719.788
C9,P20.H5_MC,0.0523,77633.117
C9,P20.H5_MC,0.0518,78546.476
C9,P20.H5_MC,0.0505,79459.802
C9,P20.H5_MC,0.0506,80373.122
C9,P20.H5_MC,0.0505,81286.46
C9,P20.H5_MC,0.0507,82199.799
C9,P20.H5_MC,0.0509,83113.097
C9,P20.H5_MC,0.0509,84026.457
C9,P20.H5_MC,0.0508,84939.784
C9,P20.H5_MC,0.0505,85853.125
C9,P20.H5_MC,0.0506,86766.503
C11,P13.D10_MC,0.076,0
C11,P13.D10_MC,0.0775,913.444
C11,P13.D10_MC,0.0793,1826.772
C11,P13.D10_MC,0.082,2740.112
C11,P13.D10_MC,0.0854,3653.458
C11,P13.D10_MC,0.0884,4566.749
C11,P13.D10_MC,0.0921,5480.064
C11,P13.D10_MC,0.097,6393.365
C11,P13.D10_MC,0.1034,7306.725
C11,P13.D10_MC,0.1109,8220.029
C11,P13.D10_MC,0.1206,9133.368
C11,P13.D10_MC,0.1315,10046.679
C11,P13.D10_MC,0.1462,10960.013
C11,P13.D10_MC,0.1622,11873.355
C11,P13.D10_MC,0.1822,12786.673
C11,P13.D10_MC,0.2047,13700.011
C11,P13.D10_MC,0.2344,14613.35
C11,P13.D10_MC,0.2638,15526.682
C11,P13.D10_MC,0.2923,16440.01
C11,P13.D10_MC,0.3245,17353.331
C11,P13.D10_MC,0.3563,18266.651
C11,P13.D10_MC,0.3951,19180.003
C11,P13.D10_MC,0.4226,20093.344
C11,P13.D10_MC,0.4422,21006.696
C11,P13.D10_MC,0.4783,21920.035
C11,P13.D10_MC,0.4966,22833.357
C11,P13.D10_MC,0.5203,23746.686
C11,P13.D10_MC,0.535,24660.013
C11,P13.D10_MC,0.5454,25573.297
C11,P13.D10_MC,0.5578,26486.609
C11,P13.D10_MC,0.5654,27399.919
C11,P13.D10_MC,0.5721,28313.256
C11,P13.D10_MC,0.5806,29226.584
C11,P13.D10_MC,0.585,30139.934
C11,P13.D10_MC,0.5957,31053.283
C11,P13.D10_MC,0.6049,31966.681
C11,P13.D10_MC,0.5997,32880.034
C11,P13.D10_MC,0.6002,33793.345
C11,P13.D10_MC,0.5984,34706.688
C11,P13.D10_MC,0.5928,35620.004
C11,P13.D10_MC,0.5923,36533.348
C11,P13.D10_MC,0.5821,37446.667
C11,P13.D10_MC,0.5785,38359.961
C11,P13.D10_MC,0.5576,39273.298
C11,P13.D10_MC,0.5532,40186.619
C11,P13.D10_MC,0.5348,41099.964
C11,P13.D10_MC,0.5208,42013.302
C11,P13.D10_MC,0.5054,42926.666
C11,P13.D10_MC,0.4967,43839.971
C11,P13.D10_MC,0.491,44753.313
C11,P13.D10_MC,0.4907,45666.628
C11,P13.D10_MC,0.4857,46579.961
C11,P13.D10_MC,0.4836,47493.281
C11,P13.D10_MC,0.48,48406.586
C11,P13.D10_MC,0.4737,49319.917
C11,P13.D10_MC,0.4705,50233.266
C11,P13.D10_MC,0.4667,51146.595
C11,P13.D10_MC,0.4552,52059.903
C11,P13.D10_MC,0.4441,52973.178
C11,P13.D10_MC,0.4286,53886.505
C11,P13.D10_MC,0.4128,54799.86
C11,P13.D10_MC,0.3971,55713.21
C11,P13.D10_MC,0.3788,56626.569
C11,P13.D10_MC,0.358,57539.948
C11,P13.D10_MC,0.3342,58453.25
C11,P13.D10_MC,0.3133,59366.633
C11,P13.D10_MC,0.2935,60279.936
C11,P13.D10_MC,0.2697,61193.257
C11,P13.D10_MC,0.2472,62106.558
C11,P13.D10_MC,0.2232,63019.877
C11,P13.D10_MC,0.196,63933.216
C11,P13.D10_MC,0.167,64846.502
C11,P13.D10_MC,0.1328,65759.79
C11,P13.D10_MC,0.1012,66673.099
C11,P13.D10_MC,0.0836,67586.453
C11,P13.D10_MC,0.0793,68499.796
C11,P13.D10_MC,0.0739,69413.162
C11,P13.D10_MC,0.0705,70326.482
C11,P13.D10_MC,0.0698,71239.832
C11,P13.D10_MC,0.0615,72153.16
C11,P13.D10_MC,0.0535,73066.487
C11,P13.D10_MC,0.051,73979.795
C11,P13.D10_MC,0.0521,74893.108
C11,P13.D10_MC,0.0517,75806.441
C11,P13.D10_MC,0.0511,76719.788
C11,P13.D10_MC,0.0503,77633.117
C11,P13.D10_MC,0.049,78546.476
C11,P13.D10_MC,0.0485,79459.802
C11,P13.D10_MC,0.0483,80373.122
C11,P13.D10_MC,0.0483,81286.46
C11,P13.D10_MC,0.048,82199.799
C11,P13.D10_MC,0.0482,83113.097
C11,P13.D10_MC,0.0561,84026.457
C11,P13.D10_MC,0.0599,84939.784
C11,P13.D10_MC,0.0607,85853.125
C11,P13.D10_MC,0.0609,86766.503
D1,P21.F9,0.0787,0
D1,P21.F9,0.0804,913.444
D1,P21.F9,0.0824,1826.772
D1,P21.F9,0.085,2740.112
D1,P21.F9,0.0878,3653.458
D1,P21.F9,0.0914,4566.749
D1,P21.F9,0.0947,5480.064
D1,P21.F9,0.0979,6393.365
D1,P21.F9,0.1021,7306.725
D1,P21.F9,0.1074,8220.029
D1,P21.F9,0.113,9133.368
D1,P21.F9,0.1195,10046.679
D1,P21.F9,0.1288,10960.013
D1,P21.F9,0.1424,11873.355
D1,P21.F9,0.1616,12786.673
D1,P21.F9,0.1802,13700.011
D1,P21.F9,0.2082,14613.35
D1,P21.F9,0.2332,15526.682
D1,P21.F9,0.2638,16440.01
D1,P21.F9,0.2997,17353.331
D1,P21.F9,0.3314,18266.651
D1,P21.F9,0.3791,19180.003
D1,P21.F9,0.3963,20093.344
D1,P21.F9,0.4307,21006.696
D1,P21.F9,0.4872,21920.035
D1,P21.F9,0.5313,22833.357
D1,P21.F9,0.5571,23746.686
D1,P21.F9,0.591,24660.013
D1,P21.F9,0.622,25573.297
D1,P21.F9,0.669,26486.609
D1,P21.F9,0.6657,27399.919
D1,P21.F9,0.6973,28313.256
D1,P21.F9,0.7047,29226.584
D1,P21.F9,0.7201,30139.934
D1,P21.F9,0.7311,31053.283
D1,P21.F9,0.7516,31966.681
D1,P21.F9,0.7566,32880.034
D1,P21.F9,0.7757,33793.345
D1,P21.F9,0.7714,34706.688
D1,P21.F9,0.7784,35620.004
D1,P21.F9,0.7847,36533.348
D1,P21.F9,0.7894,37446.667
D1,P21.F9,0.7789,38359.961
D1,P21.F9,0.7803,39273.298
D1,P21.F9,0.7615,40186.619
D1,P21.F9,0.7415,41099.964
D1,P21.F9,0.7407,42013.302
D1,P21.F9,0.7174,42926.666
D1,P21.F9,0.7025,43839.971
D1,P21.F9,0.7054,44753.313
D1,P21.F9,0.6792,45666.628
D1,P21.F9,0.6626,46579.961
D1,P21.F9,0.6431,47493.281
D1,P21.F9,0.642,48406.586
D1,P21.F9,0.6097,49319.917
D1,P21.F9,0.5973,50233.266
D1,P21.F9,0.5741,51146.595
D1,P21.F9,0.5612,52059.903
D1,P21.F9,0.5356,52973.178
D1,P21.F9,0.521,53886.505
D1,P21.F9,0.4917,54799.86
D1,P21.F9,0.4779,55713.21
D1,P21.F9,0.444,56626.569
D1,P21.F9,0.4044,57539.948
D1,P21.F9,0.3769,58453.25
D1,P21.F9,0.3504,59366.633
D1,P21.F9,0.3232,60279.936
D1,P21.F9,0.2921,61193.257
D1,P21.F9,0.2635,62106.558
D1,P21.F9,0.2302,63019.877
D1,P21.F9,0.1969,63933.216
D1,P21.F9,0.1592,64846.502
D1,P21.F9,0.1239,65759.79
D1,P21.F9,0.0959,66673.099
D1,P21.F9,0.0845,67586.453
D1,P21.F9,0.0752,68499.796
D1,P21.F9,0.0698,69413.162
D1,P21.F9,0.0712,70326.482
D1,P21.F9,0.0678,71239.832
D1,P21.F9,0.065,72153.16
D1,P21.F9,0.0639,73066.487
D1,P21.F9,0.0628,73979.795
D1,P21.F9,0.0619,74893.108
D1,P21.F9,0.0609,75806.441
D1,P21.F9,0.0602,76719.788
D1,P21.F9,0.0597,77633.117
D1,P21.F9,0.0599,78546.476
D1,P21.F9,0.0614,79459.802
D1,P21.F9,0.058,80373.122
D1,P21.F9,0.0581,81286.46
D1,P21.F9,0.0584,82199.799
