Sample,OD600,Time_s
P23.D8_MC,0.198,69930.555
P23.D8_MC,0.1959,70863.021
P23.D8_MC,0.1942,71795.421
P23.D8_MC,0.192,72727.925
P23.D8_MC,0.1899,73660.508
P23.D8_MC,0.1157,0
P23.D8_MC,0.1201,927.268
P23.D8_MC,0.1198,1859.687
P23.D8_MC,0.123,2792.16
P23.D8_MC,0.1262,3724.632
P23.D8_MC,0.1325,4657.102
P23.D8_MC,0.1404,5589.631
P23.D8_MC,0.1501,6522.193
P23.D8_MC,0.1614,7454.487
P23.D8_MC,0.172,8386.937
P23.D8_MC,0.1841,9319.439
P23.D8_MC,0.197,10251.889
P23.D8_MC,0.2101,11184.439
P23.D8_MC,0.2216,12116.883
P23.D8_MC,0.2378,13049.281
P23.D8_MC,0.2546,13981.655
P23.D8_MC,0.2736,14914.142
P23.D8_MC,0.2864,15846.702
P23.D8_MC,0.2938,16779.28
P23.D8_MC,0.302,17711.855
P23.D8_MC,0.3054,18644.329
P23.D8_MC,0.3175,19576.844
P23.D8_MC,0.3251,20509.373
P23.D8_MC,0.3345,21441.922
P23.D8_MC,0.3425,22374.504
P23.D8_MC,0.3476,23307.015
P23.D8_MC,0.352,24239.47
P23.D8_MC,0.3574,25171.902
P23.D8_MC,0.3596,26104.468
P23.D8_MC,0.362,27037.057
P23.D8_MC,0.3637,27969.65
P23.D8_MC,0.3639,28902.088
P23.D8_MC,0.3643,29834.682
P23.D8_MC,0.3611,30767.242
P23.D8_MC,0.361,31699.776
P23.D8_MC,0.3555,32632.176
P23.D8_MC,0.3529,33564.472
P23.D8_MC,0.3478,34496.941
P23.D8_MC,0.3423,35429.418
P23.D8_MC,0.3354,36361.963
P23.D8_MC,0.3293,37294.415
P23.D8_MC,0.3252,38226.892
P23.D8_MC,0.3201,39159.364
P23.D8_MC,0.3132,40091.808
P23.D8_MC,0.3068,41024.249
P23.D8_MC,0.2989,41956.683
P23.D8_MC,0.2942,42889.133
P23.D8_MC,0.2874,43821.583
P23.D8_MC,0.2833,44754.073
P23.D8_MC,0.2777,45686.536
P23.D8_MC,0.2718,46618.992
P23.D8_MC,0.2668,47551.547
P23.D8_MC,0.2617,48483.921
P23.D8_MC,0.2567,49416.364
P23.D8_MC,0.2518,50348.834
P23.D8_MC,0.2479,51281.358
P23.D8_MC,0.2429,52213.762
P23.D8_MC,0.2401,53146.312
P23.D8_MC,0.2354,54078.693
P23.D8_MC,0.2315,55011.144
P23.D8_MC,0.2293,55943.634
P23.D8_MC,0.2249,56876.186
P23.D8_MC,0.2224,57808.624
P23.D8_MC,0.2186,58741.026
P23.D8_MC,0.2154,59673.323
P23.D8_MC,0.2116,60605.752
P23.D8_MC,0.2087,61538.212
P23.D8_MC,0.2061,62470.619
P23.D8_MC,0.2043,63403.101
P23.D8_MC,0.2006,64335.647
P23.D8_MC,0.1983,65268.122
P23.D8_MC,0.2,66200.595
P23.D8_MC,0.1986,67133.085
P23.D8_MC,0.1954,68065.552
P23.D8_MC,0.1946,68998.018
P23.D8_MC,0.1937,69930.555
P23.D8_MC,0.1901,70863.021
P23.D8_MC,0.1892,71795.421
P23.D8_MC,0.1862,72727.925
P23.D8_MC,0.1827,73660.508
P23.D8_MC,0.1148,0
P23.D8_MC,0.1189,927.268
P23.D8_MC,0.1171,1859.687
P23.D8_MC,0.119,2792.16
P23.D8_MC,0.1235,3724.632
P23.D8_MC,0.1296,4657.102
P23.D8_MC,0.1379,5589.631
P23.D8_MC,0.149,6522.193
P23.D8_MC,0.1595,7454.487
P23.D8_MC,0.1703,8386.937
P23.D8_MC,0.1817,9319.439
P23.D8_MC,0.1953,10251.889
P23.D8_MC,0.2088,11184.439
P23.D8_MC,0.2251,12116.883
P23.D8_MC,0.2398,13049.281
P23.D8_MC,0.2589,13981.655
P23.D8_MC,0.275,14914.142
P23.D8_MC,0.2931,15846.702
P23.D8_MC,0.3013,16779.28
P23.D8_MC,0.312,17711.855
P23.D8_MC,0.323,18644.329
P23.D8_MC,0.3305,19576.844
P23.D8_MC,0.3384,20509.373
P23.D8_MC,0.3464,21441.922
P23.D8_MC,0.3588,22374.504
P23.D8_MC,0.3655,23307.015
P23.D8_MC,0.3708,24239.47
P23.D8_MC,0.3735,25171.902
P23.D8_MC,0.3768,26104.468
P23.D8_MC,0.3797,27037.057
P23.D8_MC,0.3835,27969.65
P23.D8_MC,0.3831,28902.088
P23.D8_MC,0.3839,29834.682
P23.D8_MC,0.3849,30767.242
P23.D8_MC,0.3843,31699.776
P23.D8_MC,0.3821,32632.176
P23.D8_MC,0.3785,33564.472
P23.D8_MC,0.3757,34496.941
P23.D8_MC,0.3721,35429.418
P23.D8_MC,0.3683,36361.963
P23.D8_MC,0.3633,37294.415
P23.D8_MC,0.361,38226.892
P23.D8_MC,0.3545,39159.364
P23.D8_MC,0.3489,40091.808
P23.D8_MC,0.3442,41024.249
P23.D8_MC,0.336,41956.683
P23.D8_MC,0.3276,42889.133
P23.D8_MC,0.3192,43821.583
P23.D8_MC,0.3124,44754.073
P23.D8_MC,0.3041,45686.536
P23.D8_MC,0.2961,46618.992
P23.D8_MC,0.2904,47551.547
P23.D8_MC,0.2822,48483.921
P23.D8_MC,0.2762,49416.364
P23.D8_MC,0.2688,50348.834
P23.D8_MC,0.2633,51281.358
P23.D8_MC,0.2574,52213.762
P23.D8_MC,0.252,53146.312
P23.D8_MC,0.247,54078.693
P23.D8_MC,0.2422,55011.144
P23.D8_MC,0.238,55943.634
P23.D8_MC,0.2335,56876.186
P23.D8_MC,0.2274,57808.624
P23.D8_MC,0.2242,58741.026
P23.D8_MC,0.2202,59673.323
P23.D8_MC,0.2157,60605.752
P23.D8_MC,0.2119,61538.212
P23.D8_MC,0.2091,62470.619
P23.D8_MC,0.2066,63403.101
P23.D8_MC,0.2019,64335.647
P23.D8_MC,0.1992,65268.122
P23.D8_MC,0.1969,66200.595
P23.D8_MC,0.1939,67133.085
P23.D8_MC,0.1914,68065.552
P23.D8_MC,0.1888,68998.018
P23.D8_MC,0.1871,69930.555
P23.D8_MC,0.1847,70863.021
P23.D8_MC,0.183,71795.421
P23.D8_MC,0.1809,72727.925
P23.D8_MC,0.1787,73660.508
P20.H5_noMC,0.1245,0
P20.H5_noMC,0.1059,927.268
P20.H5_noMC,0.0964,1859.687
P20.H5_noMC,0.0973,2792.16
P20.H5_noMC,0.0974,3724.632
P20.H5_noMC,0.0981,4657.102
P20.H5_noMC,0.1022,5589.631
P20.H5_noMC,0.1142,6522.193
P20.H5_noMC,0.1316,7454.487
P20.H5_noMC,0.1539,8386.937
P20.H5_noMC,0.1877,9319.439
P20.H5_noMC,0.2117,10251.889
P20.H5_noMC,0.2556,11184.439
P20.H5_noMC,0.303,12116.883
P20.H5_noMC,0.322,13049.281
P20.H5_noMC,0.3572,13981.655
P20.H5_noMC,0.3769,14914.142
P20.H5_noMC,0.3946,15846.702
P20.H5_noMC,0.4205,16779.28
P20.H5_noMC,0.4421,17711.855
P20.H5_noMC,0.4785,18644.329
P20.H5_noMC,0.4915,19576.844
P20.H5_noMC,0.5097,20509.373
P20.H5_noMC,0.5295,21441.922
P20.H5_noMC,0.5398,22374.504
P20.H5_noMC,0.5425,23307.015
P20.H5_noMC,0.5522,24239.47
P20.H5_noMC,0.5635,25171.902
P20.H5_noMC,0.5717,26104.468
P20.H5_noMC,0.5835,27037.057
P20.H5_noMC,0.595,27969.65
P20.H5_noMC,0.599,28902.088
P20.H5_noMC,0.6242,29834.682
P20.H5_noMC,0.6354,30767.242
P20.H5_noMC,0.6386,31699.776
P20.H5_noMC,0.6399,32632.176
P20.H5_noMC,0.6501,33564.472
P20.H5_noMC,0.6487,34496.941
P20.H5_noMC,0.6449,35429.418
P20.H5_noMC,0.6402,36361.963
P20.H5_noMC,0.6402,37294.415
P20.H5_noMC,0.6398,38226.892
P20.H5_noMC,0.6331,39159.364
P20.H5_noMC,0.6286,40091.808
P20.H5_noMC,0.6172,41024.249
P20.H5_noMC,0.5998,41956.683
P20.H5_noMC,0.5963,42889.133
P20.H5_noMC,0.6105,43821.583
P20.H5_noMC,0.6107,44754.073
P20.H5_noMC,0.6106,45686.536
P20.H5_noMC,0.6093,46618.992
P20.H5_noMC,0.6095,47551.547
P20.H5_noMC,0.6089,48483.921
P20.H5_noMC,0.6111,49416.364
P20.H5_noMC,0.6109,50348.834
P20.H5_noMC,0.6112,51281.358
P20.H5_noMC,0.6133,52213.762
P20.H5_noMC,0.6163,53146.312
P20.H5_noMC,0.6182,54078.693
P20.H5_noMC,0.6185,55011.144
P20.H5_noMC,0.6204,55943.634
P20.H5_noMC,0.6205,56876.186
P20.H5_noMC,0.6218,57808.624
P20.H5_noMC,0.6231,58741.026
P20.H5_noMC,0.6243,59673.323
P20.H5_noMC,0.6244,60605.752
P20.H5_noMC,0.6253,61538.212
P20.H5_noMC,0.6276,62470.619
P20.H5_noMC,0.6272,63403.101
P20.H5_noMC,0.6306,64335.647
P20.H5_noMC,0.6314,65268.122
P20.H5_noMC,0.6331,66200.595
P20.H5_noMC,0.6348,67133.085
P20.H5_noMC,0.6393,68065.552
P20.H5_noMC,0.6409,68998.018
P20.H5_noMC,0.6434,69930.555
P20.H5_noMC,0.6434,70863.021
P20.H5_noMC,0.6488,71795.421
P20.H5_noMC,0.6538,72727.925
P20.H5_noMC,0.6538,73660.508
P20.H5_noMC,0.1154,0
P20.H5_noMC,0.1018,927.268
P20.H5_noMC,0.0943,1859.687
P20.H5_noMC,0.0938,2792.16
P20.H5_noMC,0.094,3724.632
P20.H5_noMC,0.0952,4657.102
P20.H5_noMC,0.0993,5589.631
P20.H5_noMC,0.1099,6522.193
P20.H5_noMC,0.1269,7454.487
P20.H5_noMC,0.1526,8386.937
P20.H5_noMC,0.1957,9319.439
P20.H5_noMC,0.2345,10251.889
P20.H5_noMC,0.2668,11184.439
P20.H5_noMC,0.2863,12116.883
P20.H5_noMC,0.3007,13049.281
P20.H5_noMC,0.3215,13981.655
P20.H5_noMC,0.357,14914.142
P20.H5_noMC,0.3866,15846.702
P20.H5_noMC,0.396,16779.28
P20.H5_noMC,0.4029,17711.855
P20.H5_noMC,0.4225,18644.329
P20.H5_noMC,0.432,19576.844
P20.H5_noMC,0.4451,20509.373
P20.H5_noMC,0.4668,21441.922
P20.H5_noMC,0.4728,22374.504
P20.H5_noMC,0.4827,23307.015
P20.H5_noMC,0.4903,24239.47
P20.H5_noMC,0.5179,25171.902
P20.H5_noMC,0.5267,26104.468
P20.H5_noMC,0.5258,27037.057
P20.H5_noMC,0.5398,27969.65
P20.H5_noMC,0.5462,28902.088
P20.H5_noMC,0.5756,29834.682
P20.H5_noMC,0.5865,30767.242
P20.H5_noMC,0.5864,31699.776
P20.H5_noMC,0.5999,32632.176
P20.H5_noMC,0.6219,33564.472
P20.H5_noMC,0.6264,34496.941
P20.H5_noMC,0.6438,35429.418
P20.H5_noMC,0.6282,36361.963
P20.H5_noMC,0.6512,37294.415
P20.H5_noMC,0.6365,38226.892
P20.H5_noMC,0.6421,39159.364
P20.H5_noMC,0.6371,40091.808
P20.H5_noMC,0.6319,41024.249
P20.H5_noMC,0.638,41956.683
P20.H5_noMC,0.642,42889.133
P20.H5_noMC,0.6425,43821.583
P20.H5_noMC,0.6145,44754.073
P20.H5_noMC,0.6271,45686.536
P20.H5_noMC,0.6119,46618.992
P20.H5_noMC,0.6166,47551.547
P20.H5_noMC,0.6062,48483.921
P20.H5_noMC,0.6026,49416.364
P20.H5_noMC,0.5997,50348.834
P20.H5_noMC,0.6029,51281.358
P20.H5_noMC,0.606,52213.762
P20.H5_noMC,0.5991,53146.312
P20.H5_noMC,0.6061,54078.693
P20.H5_noMC,0.6026,55011.144
P20.H5_noMC,0.6034,55943.634
P20.H5_noMC,0.6042,56876.186
P20.H5_noMC,0.6003,57808.624
P20.H5_noMC,0.6063,58741.026
P20.H5_noMC,0.6085,59673.323
P20.H5_noMC,0.6074,60605.752
P20.H5_noMC,0.6125,61538.212
P20.H5_noMC,0.6104,62470.619
P20.H5_noMC,0.6167,63403.101
P20.H5_noMC,0.6239,64335.647
P20.H5_noMC,0.6195,65268.122
P20.H5_noMC,0.6218,66200.595
P20.H5_noMC,0.6271,67133.085
P20.H5_noMC,0.6216,68065.552
P20.H5_noMC,0.6262,68998.018
P20.H5_noMC,0.6282,69930.555
P20.H5_noMC,0.6308,70863.021
P20.H5_noMC,0.6301,71795.421
P20.H5_noMC,0.6409,72727.925
P20.H5_noMC,0.6377,73660.508
P20.H5_noMC,0.1125,0
P20.H5_noMC,0.1003,927.268
P20.H5_noMC,0.0936,1859.687
P20.H5_noMC,0.0925,2792.16
P20.H5_noMC,0.0927,3724.632
P20.H5_noMC,0.0937,4657.102
P20.H5_noMC,0.0977,5589.631
P20.H5_noMC,0.107,6522.193
P20.H5_noMC,0.1218,7454.487
P20.H5_noMC,0.1453,8386.937
P20.H5_noMC,0.1704,9319.439
P20.H5_noMC,0.2054,10251.889
P20.H5_noMC,0.2261,11184.439
P20.H5_noMC,0.2586,12116.883
P20.H5_noMC,0.2851,13049.281
P20.H5_noMC,0.3079,13981.655
P20.H5_noMC,0.3257,14914.142
P20.H5_noMC,0.3359,15846.702
P20.H5_noMC,0.3507,16779.28
P20.H5_noMC,0.3661,17711.855
P20.H5_noMC,0.3851,18644.329
P20.H5_noMC,0.407,19576.844
P20.H5_noMC,0.4075,20509.373
P20.H5_noMC,0.4298,21441.922
P20.H5_noMC,0.4311,22374.504
P20.H5_noMC,0.4447,23307.015
P20.H5_noMC,0.451,24239.47
P20.H5_noMC,0.4741,25171.902
P20.H5_noMC,0.4755,26104.468
P20.H5_noMC,0.4915,27037.057
P20.H5_noMC,0.4971,27969.65
P20.H5_noMC,0.5185,28902.088
P20.H5_noMC,0.5217,29834.682
P20.H5_noMC,0.5284,30767.242
P20.H5_noMC,0.5459,31699.776
P20.H5_noMC,0.55,32632.176
P20.H5_noMC,0.5576,33564.472
P20.H5_noMC,0.5634,34496.941
P20.H5_noMC,0.5764,35429.418
P20.H5_noMC,0.5717,36361.963
P20.H5_noMC,0.5792,37294.415
P20.H5_noMC,0.5801,38226.892
P20.H5_noMC,0.5756,39159.364
P20.H5_noMC,0.5679,40091.808
P20.H5_noMC,0.5692,41024.249
P20.H5_noMC,0.5488,41956.683
P20.H5_noMC,0.5609,42889.133
P20.H5_noMC,0.5631,43821.583
P20.H5_noMC,0.5637,44754.073
P20.H5_noMC,0.5654,45686.536
P20.H5_noMC,0.5654,46618.992
P20.H5_noMC,0.5669,47551.547
P20.H5_noMC,0.565,48483.921
P20.H5_noMC,0.5657,49416.364
P20.H5_noMC,0.5659,50348.834
P20.H5_noMC,0.567,51281.358
P20.H5_noMC,0.5666,52213.762
P20.H5_noMC,0.572,53146.312
P20.H5_noMC,0.568,54078.693
P20.H5_noMC,0.57,55011.144
P20.H5_noMC,0.5691,55943.634
P20.H5_noMC,0.5724,56876.186
P20.H5_noMC,0.5758,57808.624
P20.H5_noMC,0.5754,58741.026
P20.H5_noMC,0.5781,59673.323
P20.H5_noMC,0.5748,60605.752
P20.H5_noMC,0.5757,61538.212
P20.H5_noMC,0.5779,62470.619
P20.H5_noMC,0.5802,63403.101
P20.H5_noMC,0.5823,64335.647
P20.H5_noMC,0.5833,65268.122
P20.H5_noMC,0.5857,66200.595
P20.H5_noMC,0.5886,67133.085
P20.H5_noMC,0.5861,68065.552
P20.H5_noMC,0.5916,68998.018
P20.H5_noMC,0.5912,69930.555
P20.H5_noMC,0.5962,70863.021
P20.H5_noMC,0.5968,71795.421
P20.H5_noMC,0.5994,72727.925
P20.H5_noMC,0.6028,73660.508
P20.H5_MC,0.1133,0
P20.H5_MC,0.1124,927.268
P20.H5_MC,0.1016,1859.687
P20.H5_MC,0.0969,2792.16
P20.H5_MC,0.0968,3724.632
P20.H5_MC,0.0999,4657.102
P20.H5_MC,0.1032,5589.631
P20.H5_MC,0.1093,6522.193
P20.H5_MC,0.1196,7454.487
P20.H5_MC,0.1326,8386.937
P20.H5_MC,0.15,9319.439
P20.H5_MC,0.1667,10251.889
P20.H5_MC,0.1895,11184.439
P20.H5_MC,0.2143,12116.883
P20.H5_MC,0.237,13049.281
P20.H5_MC,0.2536,13981.655
P20.H5_MC,0.2787,14914.142
P20.H5_MC,0.3023,15846.702
P20.H5_MC,0.3162,16779.28
P20.H5_MC,0.3207,17711.855
P20.H5_MC,0.3384,18644.329
P20.H5_MC,0.349,19576.844
P20.H5_MC,0.36,20509.373
P20.H5_MC,0.3789,21441.922
P20.H5_MC,0.4015,22374.504
P20.H5_MC,0.4127,23307.015
P20.H5_MC,0.4236,24239.47
P20.H5_MC,0.42,25171.902
P20.H5_MC,0.4267,26104.468
P20.H5_MC,0.4277,27037.057
P20.H5_MC,0.4522,27969.65
P20.H5_MC,0.454,28902.088
P20.H5_MC,0.4709,29834.682
P20.H5_MC,0.472,30767.242
P20.H5_MC,0.4731,31699.776
P20.H5_MC,0.4949,32632.176
P20.H5_MC,0.497,33564.472
P20.H5_MC,0.5049,34496.941
P20.H5_MC,0.5048,35429.418
P20.H5_MC,0.5068,36361.963
P20.H5_MC,0.5096,37294.415
P20.H5_MC,0.5236,38226.892
P20.H5_MC,0.5119,39159.364
P20.H5_MC,0.4992,40091.808
P20.H5_MC,0.481,41024.249
P20.H5_MC,0.4787,41956.683
P20.H5_MC,0.4781,42889.133
P20.H5_MC,0.4808,43821.583
P20.H5_MC,0.4693,44754.073
P20.H5_MC,0.47,45686.536
P20.H5_MC,0.4539,46618.992
P20.H5_MC,0.4587,47551.547
P20.H5_MC,0.4611,48483.921
P20.H5_MC,0.4358,49416.364
P20.H5_MC,0.4223,50348.834
P20.H5_MC,0.4216,51281.358
P20.H5_MC,0.4894,52213.762
P20.H5_MC,0.3907,53146.312
P20.H5_MC,0.5497,54078.693
P20.H5_MC,0.3637,55011.144
P20.H5_MC,0.8282,55943.634
P20.H5_MC,0.5528,56876.186
P20.H5_MC,0.3402,57808.624
P20.H5_MC,0.613,58741.026
P20.H5_MC,0.381,59673.323
P20.H5_MC,0.3234,60605.752
P20.H5_MC,0.2985,61538.212
P20.H5_MC,0.6748,62470.619
P20.H5_MC,0.3257,63403.101
P20.H5_MC,0.5634,64335.647
P20.H5_MC,0.591,65268.122
P20.H5_MC,0.4854,66200.595
P20.H5_MC,0.4408,67133.085
P20.H5_MC,0.2563,68065.552
P20.H5_MC,0.2589,68998.018
P20.H5_MC,0.2841,69930.555
P20.H5_MC,0.2997,70863.021
P20.H5_MC,0.4261,71795.421
P20.H5_MC,0.2822,72727.925
P20.H5_MC,0.281,73660.508
P20.H5_MC,0.1152,0
P20.H5_MC,0.1138,927.268
P20.H5_MC,0.1019,1859.687
P20.H5_MC,0.0967,2792.16
P20.H5_MC,0.0967,3724.632
P20.H5_MC,0.0982,4657.102
P20.H5_MC,0.1012,5589.631
P20.H5_MC,0.1076,6522.193
P20.H5_MC,0.1157,7454.487
P20.H5_MC,0.1288,8386.937
P20.H5_MC,0.1448,9319.439
P20.H5_MC,0.1653,10251.889
P20.H5_MC,0.184,11184.439
P20.H5_MC,0.2158,12116.883
P20.H5_MC,0.2478,13049.281
P20.H5_MC,0.2681,13981.655
P20.H5_MC,0.2886,14914.142
P20.H5_MC,0.3049,15846.702
P20.H5_MC,0.327,16779.28
P20.H5_MC,0.3369,17711.855
P20.H5_MC,0.3564,18644.329
P20.H5_MC,0.3682,19576.844
P20.H5_MC,0.3887,20509.373
P20.H5_MC,0.4048,21441.922
P20.H5_MC,0.4214,22374.504
P20.H5_MC,0.4332,23307.015
P20.H5_MC,0.4458,24239.47
P20.H5_MC,0.4546,25171.902
P20.H5_MC,0.467,26104.468
P20.H5_MC,0.4846,27037.057
P20.H5_MC,0.4669,27969.65
P20.H5_MC,0.4624,28902.088
P20.H5_MC,0.4673,29834.682
P20.H5_MC,0.488,30767.242
P20.H5_MC,0.4925,31699.776
P20.H5_MC,0.4954,32632.176
P20.H5_MC,0.4866,33564.472
P20.H5_MC,0.4888,34496.941
P20.H5_MC,0.4863,35429.418
P20.H5_MC,0.4831,36361.963
P20.H5_MC,0.4797,37294.415
P20.H5_MC,0.4775,38226.892
P20.H5_MC,0.47,39159.364
P20.H5_MC,0.48,40091.808
P20.H5_MC,0.4807,41024.249
P20.H5_MC,0.4755,41956.683
P20.H5_MC,0.474,42889.133
P20.H5_MC,0.4815,43821.583
P20.H5_MC,0.4713,44754.073
P20.H5_MC,0.4901,45686.536
P20.H5_MC,0.4657,46618.992
P20.H5_MC,0.4501,47551.547
P20.H5_MC,0.4566,48483.921
P20.H5_MC,0.4326,49416.364
P20.H5_MC,0.6081,50348.834
P20.H5_MC,0.5415,51281.358
P20.H5_MC,0.4995,52213.762
P20.H5_MC,0.4859,53146.312
P20.H5_MC,0.4604,54078.693
P20.H5_MC,0.5296,55011.144
P20.H5_MC,0.4341,55943.634
P20.H5_MC,0.4171,56876.186
P20.H5_MC,0.3931,57808.624
P20.H5_MC,0.3589,58741.026
P20.H5_MC,0.3034,59673.323
P20.H5_MC,0.6828,60605.752
P20.H5_MC,0.9886,61538.212
P20.H5_MC,0.4821,62470.619
P20.H5_MC,0.4255,63403.101
P20.H5_MC,0.3849,64335.647
P20.H5_MC,0.6631,65268.122
P20.H5_MC,0.5915,66200.595
P20.H5_MC,0.3107,67133.085
P20.H5_MC,0.5143,68065.552
P20.H5_MC,0.4511,68998.018
P20.H5_MC,0.5917,69930.555
P20.H5_MC,0.3851,70863.021
P20.H5_MC,0.3316,71795.421
P20.H5_MC,0.3121,72727.925
P20.H5_MC,0.282,73660.508
P20.H5_MC,0.1175,0
P20.H5_MC,0.1157,927.268
P20.H5_MC,0.1012,1859.687
P20.H5_MC,0.0972,2792.16
P20.H5_MC,0.0971,3724.632
P20.H5_MC,0.0988,4657.102
P20.H5_MC,0.1024,5589.631
P20.H5_MC,0.1086,6522.193
P20.H5_MC,0.1178,7454.487
P20.H5_MC,0.1309,8386.937
P20.H5_MC,0.1495,9319.439
P20.H5_MC,0.1703,10251.889
P20.H5_MC,0.1912,11184.439
P20.H5_MC,0.226,12116.883
P20.H5_MC,0.2453,13049.281
P20.H5_MC,0.274,13981.655
P20.H5_MC,0.2946,14914.142
P20.H5_MC,0.3176,15846.702
P20.H5_MC,0.3426,16779.28
P20.H5_MC,0.3656,17711.855
P20.H5_MC,0.3935,18644.329
P20.H5_MC,0.3962,19576.844
P20.H5_MC,0.4228,20509.373
P20.H5_MC,0.4492,21441.922
P20.H5_MC,0.465,22374.504
P20.H5_MC,0.4813,23307.015
P20.H5_MC,0.5041,24239.47
P20.H5_MC,0.5131,25171.902
P20.H5_MC,0.5184,26104.468
P20.H5_MC,0.5328,27037.057
P20.H5_MC,0.5371,27969.65
P20.H5_MC,0.5444,28902.088
P20.H5_MC,0.5621,29834.682
P20.H5_MC,0.5897,30767.242
P20.H5_MC,0.5819,31699.776
P20.H5_MC,0.5948,32632.176
P20.H5_MC,0.5788,33564.472
P20.H5_MC,0.5875,34496.941
P20.H5_MC,0.5846,35429.418
P20.H5_MC,0.5952,36361.963
P20.H5_MC,0.5929,37294.415
P20.H5_MC,0.5907,38226.892
P20.H5_MC,0.5914,39159.364
P20.H5_MC,0.5833,40091.808
P20.H5_MC,0.5813,41024.249
P20.H5_MC,0.5693,41956.683
P20.H5_MC,0.5683,42889.133
P20.H5_MC,0.5663,43821.583
P20.H5_MC,0.542,44754.073
P20.H5_MC,0.5685,45686.536
P20.H5_MC,0.5379,46618.992
P20.H5_MC,0.5266,47551.547
P20.H5_MC,0.4804,48483.921
P20.H5_MC,0.4684,49416.364
P20.H5_MC,0.4534,50348.834
P20.H5_MC,0.4427,51281.358
P20.H5_MC,0.4307,52213.762
P20.H5_MC,0.4054,53146.312
P20.H5_MC,0.4139,54078.693
P20.H5_MC,0.6588,55011.144
P20.H5_MC,0.4565,55943.634
P20.H5_MC,0.4345,56876.186
P20.H5_MC,0.526,57808.624
P20.H5_MC,0.4104,58741.026
P20.H5_MC,0.5797,59673.323
P20.H5_MC,0.3345,60605.752
P20.H5_MC,0.3638,61538.212
P20.H5_MC,0.4274,62470.619
P20.H5_MC,0.3286,63403.101
P20.H5_MC,0.3103,64335.647
P20.H5_MC,0.3249,65268.122
P20.H5_MC,0.3693,66200.595
P20.H5_MC,0.3777,67133.085
P20.H5_MC,0.3178,68065.552
P20.H5_MC,0.4565,68998.018
P20.H5_MC,0.4463,69930.555
P20.H5_MC,0.311,70863.021
P20.H5_MC,0.2921,71795.421
P20.H5_MC,0.292,72727.925
P20.H5_MC,0.2926,73660.508
P23.D7_noMC,0.1336,0
P23.D7_noMC,0.1245,927.268
P23.D7_noMC,0.1288,1859.687
P23.D7_noMC,0.1341,2792.16
P23.D7_noMC,0.1386,3724.632
P23.D7_noMC,0.1431,4657.102
P23.D7_noMC,0.1506,5589.631
P23.D7_noMC,0.1637,6522.193
P23.D7_noMC,0.1817,7454.487
P23.D7_noMC,0.206,8386.937
P23.D7_noMC,0.218,9319.439
P23.D7_noMC,0.2388,10251.889
P23.D7_noMC,0.2527,11184.439
P23.D7_noMC,0.2909,12116.883
P23.D7_noMC,0.3525,13049.281
P23.D7_noMC,0.3229,13981.655
P23.D7_noMC,0.3697,14914.142
P23.D7_noMC,0.3911,15846.702
P23.D7_noMC,0.4044,16779.28
P23.D7_noMC,0.4247,17711.855
P23.D7_noMC,0.4329,18644.329
P23.D7_noMC,0.4505,19576.844
P23.D7_noMC,0.4652,20509.373
P23.D7_noMC,0.4767,21441.922
P23.D7_noMC,0.4909,22374.504
P23.D7_noMC,0.5018,23307.015
P23.D7_noMC,0.507,24239.47
P23.D7_noMC,0.5237,25171.902
P23.D7_noMC,0.5277,26104.468
P23.D7_noMC,0.5454,27037.057
P23.D7_noMC,0.5676,27969.65
P23.D7_noMC,0.5606,28902.088
P23.D7_noMC,0.5639,29834.682
P23.D7_noMC,0.5811,30767.242
P23.D7_noMC,0.589,31699.776
P23.D7_noMC,0.6044,32632.176
P23.D7_noMC,0.604,33564.472
P23.D7_noMC,0.6116,34496.941
P23.D7_noMC,0.6056,35429.418
P23.D7_noMC,0.6024,36361.963
P23.D7_noMC,0.6076,37294.415
P23.D7_noMC,0.6056,38226.892
P23.D7_noMC,0.6069,39159.364
P23.D7_noMC,0.6098,40091.808
P23.D7_noMC,0.6164,41024.249
P23.D7_noMC,0.6198,41956.683
P23.D7_noMC,0.6489,42889.133
P23.D7_noMC,0.6557,43821.583
P23.D7_noMC,0.6592,44754.073
P23.D7_noMC,0.659,45686.536
P23.D7_noMC,0.6562,46618.992
P23.D7_noMC,0.6607,47551.547
P23.D7_noMC,0.6603,48483.921
P23.D7_noMC,0.661,49416.364
P23.D7_noMC,0.6606,50348.834
P23.D7_noMC,0.6633,51281.358
P23.D7_noMC,0.6638,52213.762
P23.D7_noMC,0.6658,53146.312
P23.D7_noMC,0.6634,54078.693
P23.D7_noMC,0.6659,55011.144
P23.D7_noMC,0.667,55943.634
P23.D7_noMC,0.6691,56876.186
P23.D7_noMC,0.6702,57808.624
P23.D7_noMC,0.6712,58741.026
P23.D7_noMC,0.671,59673.323
P23.D7_noMC,0.6715,60605.752
P23.D7_noMC,0.6758,61538.212
P23.D7_noMC,0.6758,62470.619
P23.D7_noMC,0.6784,63403.101
P23.D7_noMC,0.6799,64335.647
P23.D7_noMC,0.6818,65268.122
P23.D7_noMC,0.6835,66200.595
P23.D7_noMC,0.6865,67133.085
P23.D7_noMC,0.6898,68065.552
P23.D7_noMC,0.6904,68998.018
P23.D7_noMC,0.6946,69930.555
P23.D7_noMC,0.6988,70863.021
P23.D7_noMC,0.7016,71795.421
P23.D7_noMC,0.6978,72727.925
P23.D7_noMC,0.693,73660.508
